Category,Death_Cases_Barisal,Death_Rate_Barisal,Confirmed_Cases_Barisal,Confirmed_Rate_Barisal,Death_Cases_CTG,Death_Rate_CTG,Confirmed_Cases_CTG,Confirmed_Rate_CTG,Death_Cases_DHK,Death_Rate_DHK,Confirmed_Cases_DHK,Confirmed_Rate_DHK,Death_Cases_Khulna,Death_Rate_Khulna,Confirmed_Cases_Khulna,Confirmed_Rate_Khulna,Death_Cases_Msingh,Death_Rate_Msingh,Confirmed_Cases_Msingh,Confirmed_Rate_Msingh,Death_Cases_Rajshahi,Death_Rate_Rajshahi,Confirmed_Cases_Rajshahi,Confirmed_Rate_Rajshahi,Death_Cases_Rangpur,Death_Rate_Rangpur,Confirmed_Cases_Rangpur,Confirmed_Rate_Rangpur,Death_Cases_sylhet,Death_Rate_sylhet,Confirmed_Cases_sylhet,Confirmed_Rate_sylhet
July-20,50,1.7,50,1.7,50,1.7,50,1.7,50,1.7,50,1.7,50,1.7,50,1.7,50,1.7,50.0,1.7,50,1.7,50,1.7,50,1.7,50.0,1.7,50,1.7,50,1.7
July-21,41,1.3,41,1.3,41,1.3,41,1.3,41,1.3,41,1.3,41,1.3,41,1.3,41,1.3,41.0,1.3,41,1.3,41,1.3,41,1.3,41.0,1.3,41,1.3,41,1.3
July-22,42,1.5,42,1.5,42,1.5,42,1.5,42,1.5,42,1.5,42,1.5,42,1.5,42,1.5,42.0,1.5,42,1.5,42,1.5,42,1.5,42.0,1.5,42,1.5,42,1.5
July-23,50,1.8,50,1.8,50,1.8,50,1.8,50,1.8,50,1.8,50,1.8,50,1.8,50,1.8,50.0,1.8,50,1.8,50,1.8,50,1.8,50.0,1.8,50,1.8,50,1.8
July-24,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35.0,1.4,35,1.4,35,1.4,35,1.4,35.0,1.4,35,1.4,35,1.4
July-25,38,1.5,38,1.5,38,1.5,38,1.5,38,1.5,38,1.5,38,1.5,38,1.5,38,1.5,38.0,1.5,38,1.5,38,1.5,38,1.5,38.0,1.5,38,1.5,38,1.5
July-26,54,2.4,54,2.4,54,2.4,54,2.4,54,2.4,54,2.4,54,2.4,54,2.4,54,2.4,54.0,2.4,54,2.4,54,2.4,54,2.4,54.0,2.4,54,2.4,54,2.4
July-27,37,1.3,37,1.3,37,1.3,37,1.3,37,1.3,37,1.3,37,1.3,37,1.3,37,1.3,37.0,1.3,37,1.3,37,1.3,37,1.3,37.0,1.3,37,1.3,37,1.3
July-28,35,1.2,35,1.2,35,1.2,35,1.2,35,1.2,35,1.2,35,1.2,35,1.2,35,1.2,35.0,1.2,35,1.2,35,1.2,35,1.2,35.0,1.2,35,1.2,35,1.2
July-29,35,1.2,35,1.2,35,1.2,35,1.2,35,1.2,35,1.2,35,1.2,35,1.2,35,1.2,35.0,1.2,35,1.2,35,1.2,35,1.2,35.0,1.2,35,1.2,35,1.2
July-30,48,1.8,48,1.8,48,1.8,48,1.8,48,1.8,48,1.8,48,1.8,48,1.8,48,1.8,48.0,1.8,48,1.8,48,1.8,48,1.8,48.0,1.8,48,1.8,48,1.8
July-31,28,1.0,28,1.0,28,1.0,28,1.0,28,1.0,28,1.0,28,1.0,28,1.0,28,1.0,28.0,1.0,28,1.0,28,1.0,28,1.0,28.0,1.0,28,1.0,28,1.0
August-01,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21.0,1.0,21,1.0,21,1.0,21,1.0,21.0,1.0,21,1.0,21,1.0
August-02,22,2.5,22,2.5,22,2.5,22,2.5,22,2.5,22,2.5,22,2.5,22,2.5,22,2.5,22.0,2.5,22,2.5,22,2.5,22,2.5,22.0,2.5,22,2.5,22,2.5
August-03,30,2.2,30,2.2,30,2.2,30,2.2,30,2.2,30,2.2,30,2.2,30,2.2,30,2.2,30.0,2.2,30,2.2,30,2.2,30,2.2,30.0,2.2,30,2.2,30,2.2
August-04,50,2.6,50,2.6,50,2.6,50,2.6,50,2.6,50,2.6,50,2.6,50,2.6,50,2.6,50.0,2.6,50,2.6,50,2.6,50,2.6,50.0,2.6,50,2.6,50,2.6
August-05,33,1.2,33,1.2,33,1.2,33,1.2,33,1.2,33,1.2,33,1.2,33,1.2,33,1.2,33.0,1.2,33,1.2,33,1.2,33,1.2,33.0,1.2,33,1.2,33,1.2
August-06,39,1.3,39,1.3,39,1.3,39,1.3,39,1.3,39,1.3,39,1.3,39,1.3,39,1.3,39.0,1.3,39,1.3,39,1.3,39,1.3,39.0,1.3,39,1.3,39,1.3
August-07,27,0.9,27,0.9,27,0.9,27,0.9,27,0.9,27,0.9,27,0.9,27,0.9,27,0.9,27.0,0.9,27,0.9,27,0.9,27,0.9,27.0,0.9,27,0.9,27,0.9
August-08,32,1.2,32,1.2,32,1.2,32,1.2,32,1.2,32,1.2,32,1.2,32,1.2,32,1.2,32.0,1.2,32,1.2,32,1.2,32,1.2,32.0,1.2,32,1.2,32,1.2
August-09,34,1.4,34,1.4,34,1.4,34,1.4,34,1.4,34,1.4,34,1.4,34,1.4,34,1.4,34.0,1.4,34,1.4,34,1.4,34,1.4,34.0,1.4,34,1.4,34,1.4
August-10,39,1.3,39,1.3,39,1.3,39,1.3,39,1.3,39,1.3,39,1.3,39,1.3,39,1.3,39.0,1.3,39,1.3,39,1.3,39,1.3,39.0,1.3,39,1.3,39,1.3
August-11,33,1.1,33,1.1,33,1.1,33,1.1,33,1.1,33,1.1,33,1.1,33,1.1,33,1.1,33.0,1.1,33,1.1,33,1.1,33,1.1,33.0,1.1,33,1.1,33,1.1
August-12,42,1.4,42,1.4,42,1.4,42,1.4,42,1.4,42,1.4,42,1.4,42,1.4,42,1.4,42.0,1.4,42,1.4,42,1.4,42,1.4,42.0,1.4,42,1.4,42,1.4
August-13,44,1.7,44,1.7,44,1.7,44,1.7,44,1.7,44,1.7,44,1.7,44,1.7,44,1.7,44.0,1.7,44,1.7,44,1.7,44,1.7,44.0,1.7,44,1.7,44,1.7
August-14,34,1.2,34,1.2,34,1.2,34,1.2,34,1.2,34,1.2,34,1.2,34,1.2,34,1.2,34.0,1.2,34,1.2,34,1.2,34,1.2,34.0,1.2,34,1.2,34,1.2
August-15,34,1.3,34,1.3,34,1.3,34,1.3,34,1.3,34,1.3,34,1.3,34,1.3,34,1.3,34.0,1.3,34,1.3,34,1.3,34,1.3,34.0,1.3,34,1.3,34,1.3
August-16,32,1.6,32,1.6,32,1.6,32,1.6,32,1.6,32,1.6,32,1.6,32,1.6,32,1.6,32.0,1.6,32,1.6,32,1.6,32,1.6,32.0,1.6,32,1.6,32,1.6
August-17,37,1.4,37,1.4,37,1.4,37,1.4,37,1.4,37,1.4,37,1.4,37,1.4,37,1.4,37.0,1.4,37,1.4,37,1.4,37,1.4,37.0,1.4,37,1.4,37,1.4
August-18,46,1.4,46,1.4,46,1.4,46,1.4,46,1.4,46,1.4,46,1.4,46,1.4,46,1.4,46.0,1.4,46,1.4,46,1.4,46,1.4,46.0,1.4,46,1.4,46,1.4
August-19,41,1.5,41,1.5,41,1.5,41,1.5,41,1.5,41,1.5,41,1.5,41,1.5,41,1.5,41.0,1.5,41,1.5,41,1.5,41,1.5,41.0,1.5,41,1.5,41,1.5
August-20,41,1.4,41,1.4,41,1.4,41,1.4,41,1.4,41,1.4,41,1.4,41,1.4,41,1.4,41.0,1.4,41,1.4,41,1.4,41,1.4,41.0,1.4,41,1.4,41,1.4
August-21,39,1.6,39,1.6,39,1.6,39,1.6,39,1.6,39,1.6,39,1.6,39,1.6,39,1.6,39.0,1.6,39,1.6,39,1.6,39,1.6,39.0,1.6,39,1.6,39,1.6
August-22,46,2.0,46,2.0,46,2.0,46,2.0,46,2.0,46,2.0,46,2.0,46,2.0,46,2.0,46.0,2.0,46,2.0,46,2.0,46,2.0,46.0,2.0,46,2.0,46,2.0
August-23,34,1.7,34,1.7,34,1.7,34,1.7,34,1.7,34,1.7,34,1.7,34,1.7,34,1.7,34.0,1.7,34,1.7,34,1.7,34,1.7,34.0,1.7,34,1.7,34,1.7
August-24,42,1.7,42,1.7,42,1.7,42,1.7,42,1.7,42,1.7,42,1.7,42,1.7,42,1.7,42.0,1.7,42,1.7,42,1.7,42,1.7,42.0,1.7,42,1.7,42,1.7
August-25,45,1.8,45,1.8,45,1.8,45,1.8,45,1.8,45,1.8,45,1.8,45,1.8,45,1.8,45.0,1.8,45,1.8,45,1.8,45,1.8,45.0,1.8,45,1.8,45,1.8
August-26,54,2.1,54,2.1,54,2.1,54,2.1,54,2.1,54,2.1,54,2.1,54,2.1,54,2.1,54.0,2.1,54,2.1,54,2.1,54,2.1,54.0,2.1,54,2.1,54,2.1
August-27,45,1.8,45,1.8,45,1.8,45,1.8,45,1.8,45,1.8,45,1.8,45,1.8,45,1.8,45.0,1.8,45,1.8,45,1.8,45,1.8,45.0,1.8,45,1.8,45,1.8
August-28,47,2.1,47,2.1,47,2.1,47,2.1,47,2.1,47,2.1,47,2.1,47,2.1,47,2.1,47.0,2.1,47,2.1,47,2.1,47,2.1,47.0,2.1,47,2.1,47,2.1
August-29,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32.0,1.5,32,1.5,32,1.5,32,1.5,32.0,1.5,32,1.5,32,1.5
August-30,42,2.2,42,2.2,42,2.2,42,2.2,42,2.2,42,2.2,42,2.2,42,2.2,42,2.2,42.0,2.2,42,2.2,42,2.2,42,2.2,42.0,2.2,42,2.2,42,2.2
August-31,33,1.5,33,1.5,33,1.5,33,1.5,33,1.5,33,1.5,33,1.5,33,1.5,33,1.5,33.0,1.5,33,1.5,33,1.5,33,1.5,33.0,1.5,33,1.5,33,1.5
September-01,35,1.8,35,1.8,35,1.8,35,1.8,35,1.8,35,1.8,35,1.8,35,1.8,35,1.8,35.0,1.8,35,1.8,35,1.8,35,1.8,35.0,1.8,35,1.8,35,1.8
September-02,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35.0,1.4,35,1.4,35,1.4,35,1.4,35.0,1.4,35,1.4,35,1.4
September-03,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32.0,1.5,32,1.5,32,1.5,32,1.5,32.0,1.5,32,1.5,32,1.5
September-04,29,1.5,29,1.5,29,1.5,29,1.5,29,1.5,29,1.5,29,1.5,29,1.5,29,1.5,29.0,1.5,29,1.5,29,1.5,29,1.5,29.0,1.5,29,1.5,29,1.5
September-05,35,1.8,35,1.8,35,1.8,35,1.8,35,1.8,35,1.8,35,1.8,35,1.8,35,1.8,35.0,1.8,35,1.8,35,1.8,35,1.8,35.0,1.8,35,1.8,35,1.8
September-06,32,2.0,32,2.0,32,2.0,32,2.0,32,2.0,32,2.0,32,2.0,32,2.0,32,2.0,32.0,2.0,32,2.0,32,2.0,32,2.0,32.0,2.0,32,2.0,32,2.0
September-07,37,1.7,37,1.7,37,1.7,37,1.7,37,1.7,37,1.7,37,1.7,37,1.7,37,1.7,37.0,1.7,37,1.7,37,1.7,37,1.7,37.0,1.7,37,1.7,37,1.7
September-08,36,1.9,36,1.9,36,1.9,36,1.9,36,1.9,36,1.9,36,1.9,36,1.9,36,1.9,36.0,1.9,36,1.9,36,1.9,36,1.9,36.0,1.9,36,1.9,36,1.9
September-09,41,2.2,41,2.2,41,2.2,41,2.2,41,2.2,41,2.2,41,2.2,41,2.2,41,2.2,41.0,2.2,41,2.2,41,2.2,41,2.2,41.0,2.2,41,2.2,41,2.2
September-10,41,2.2,41,2.2,41,2.2,41,2.2,41,2.2,41,2.2,41,2.2,41,2.2,41,2.2,41.0,2.2,41,2.2,41,2.2,41,2.2,41.0,2.2,41,2.2,41,2.2
September-11,34,1.9,34,1.9,34,1.9,34,1.9,34,1.9,34,1.9,34,1.9,34,1.9,34,1.9,34.0,1.9,34,1.9,34,1.9,34,1.9,34.0,1.9,34,1.9,34,1.9
September-12,34,2.7,34,2.7,34,2.7,34,2.7,34,2.7,34,2.7,34,2.7,34,2.7,34,2.7,34.0,2.7,34,2.7,34,2.7,34,2.7,34.0,2.7,34,2.7,34,2.7
September-13,31,2.1,31,2.1,31,2.1,31,2.1,31,2.1,31,2.1,31,2.1,31,2.1,31,2.1,31.0,2.1,31,2.1,31,2.1,31,2.1,31.0,2.1,31,2.1,31,2.1
September-14,26,1.4,26,1.4,26,1.4,26,1.4,26,1.4,26,1.4,26,1.4,26,1.4,26,1.4,26.0,1.4,26,1.4,26,1.4,26,1.4,26.0,1.4,26,1.4,26,1.4
September-15,43,2.5,43,2.5,43,2.5,43,2.5,43,2.5,43,2.5,43,2.5,43,2.5,43,2.5,43.0,2.5,43,2.5,43,2.5,43,2.5,43.0,2.5,43,2.5,43,2.5
September-16,21,1.3,21,1.3,21,1.3,21,1.3,21,1.3,21,1.3,21,1.3,21,1.3,21,1.3,21.0,1.3,21,1.3,21,1.3,21,1.3,21.0,1.3,21,1.3,21,1.3
September-17,36,2.3,36,2.3,36,2.3,36,2.3,36,2.3,36,2.3,36,2.3,36,2.3,36,2.3,36.0,2.3,36,2.3,36,2.3,36,2.3,36.0,2.3,36,2.3,36,2.3
September-18,22,1.4,22,1.4,22,1.4,22,1.4,22,1.4,22,1.4,22,1.4,22,1.4,22,1.4,22.0,1.4,22,1.4,22,1.4,22,1.4,22.0,1.4,22,1.4,22,1.4
September-19,32,2.0,32,2.0,32,2.0,32,2.0,32,2.0,32,2.0,32,2.0,32,2.0,32,2.0,32.0,2.0,32,2.0,32,2.0,32,2.0,32.0,2.0,32,2.0,32,2.0
September-20,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26.0,1.7,26,1.7,26,1.7,26,1.7,26.0,1.7,26,1.7,26,1.7
September-21,40,2.3,40,2.3,40,2.3,40,2.3,40,2.3,40,2.3,40,2.3,40,2.3,40,2.3,40.0,2.3,40,2.3,40,2.3,40,2.3,40.0,2.3,40,2.3,40,2.3
September-22,28,1.8,28,1.8,28,1.8,28,1.8,28,1.8,28,1.8,28,1.8,28,1.8,28,1.8,28.0,1.8,28,1.8,28,1.8,28,1.8,28.0,1.8,28,1.8,28,1.8
September-23,37,2.2,37,2.2,37,2.2,37,2.2,37,2.2,37,2.2,37,2.2,37,2.2,37,2.2,37.0,2.2,37,2.2,37,2.2,37,2.2,37.0,2.2,37,2.2,37,2.2
September-24,28,1.8,28,1.8,28,1.8,28,1.8,28,1.8,28,1.8,28,1.8,28,1.8,28,1.8,28.0,1.8,28,1.8,28,1.8,28,1.8,28.0,1.8,28,1.8,28,1.8
September-25,21,1.5,21,1.5,21,1.5,21,1.5,21,1.5,21,1.5,21,1.5,21,1.5,21,1.5,21.0,1.5,21,1.5,21,1.5,21,1.5,21.0,1.5,21,1.5,21,1.5
September-26,36,3.3,36,3.3,36,3.3,36,3.3,36,3.3,36,3.3,36,3.3,36,3.3,36,3.3,36.0,3.3,36,3.3,36,3.3,36,3.3,36.0,3.3,36,3.3,36,3.3
September-27,32,2.5,32,2.5,32,2.5,32,2.5,32,2.5,32,2.5,32,2.5,32,2.5,32,2.5,32.0,2.5,32,2.5,32,2.5,32,2.5,32.0,2.5,32,2.5,32,2.5
September-28,32,2.3,32,2.3,32,2.3,32,2.3,32,2.3,32,2.3,32,2.3,32,2.3,32,2.3,32.0,2.3,32,2.3,32,2.3,32,2.3,32.0,2.3,32,2.3,32,2.3
September-29,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26,1.7,26.0,1.7,26,1.7,26,1.7,26,1.7,26.0,1.7,26,1.7,26,1.7
September-30,32,2.2,32,2.2,32,2.2,32,2.2,32,2.2,32,2.2,32,2.2,32,2.2,32,2.2,32.0,2.2,32,2.2,32,2.2,32,2.2,32.0,2.2,32,2.2,32,2.2
October-01,21,1.4,21,1.4,21,1.4,21,1.4,21,1.4,21,1.4,21,1.4,21,1.4,21,1.4,21.0,1.4,21,1.4,21,1.4,21,1.4,21.0,1.4,21,1.4,21,1.4
October-02,33,2.4,33,2.4,33,2.4,33,2.4,33,2.4,33,2.4,33,2.4,33,2.4,33,2.4,33.0,2.4,33,2.4,33,2.4,33,2.4,33.0,2.4,33,2.4,33,2.4
October-03,20,1.7,20,1.7,20,1.7,20,1.7,20,1.7,20,1.7,20,1.7,20,1.7,20,1.7,20.0,1.7,20,1.7,20,1.7,20,1.7,20.0,1.7,20,1.7,20,1.7
October-04,23,2.0,23,2.0,23,2.0,23,2.0,23,2.0,23,2.0,23,2.0,23,2.0,23,2.0,23.0,2.0,23,2.0,23,2.0,23,2.0,23.0,2.0,23,2.0,23,2.0
October-05,27,1.9,27,1.9,27,1.9,27,1.9,27,1.9,27,1.9,27,1.9,27,1.9,27,1.9,27.0,1.9,27,1.9,27,1.9,27,1.9,27.0,1.9,27,1.9,27,1.9
October-06,30,2.0,30,2.0,30,2.0,30,2.0,30,2.0,30,2.0,30,2.0,30,2.0,30,2.0,30.0,2.0,30,2.0,30,2.0,30,2.0,30.0,2.0,30,2.0,30,2.0
October-07,35,2.3,35,2.3,35,2.3,35,2.3,35,2.3,35,2.3,35,2.3,35,2.3,35,2.3,35.0,2.3,35,2.3,35,2.3,35,2.3,35.0,2.3,35,2.3,35,2.3
October-08,20,1.4,20,1.4,20,1.4,20,1.4,20,1.4,20,1.4,20,1.4,20,1.4,20,1.4,20.0,1.4,20,1.4,20,1.4,20,1.4,20.0,1.4,20,1.4,20,1.4
October-09,17,1.3,17,1.3,17,1.3,17,1.3,17,1.3,17,1.3,17,1.3,17,1.3,17,1.3,17.0,1.3,17,1.3,17,1.3,17,1.3,17.0,1.3,17,1.3,17,1.3
October-10,23,1.9,23,1.9,23,1.9,23,1.9,23,1.9,23,1.9,23,1.9,23,1.9,23,1.9,23.0,1.9,23,1.9,23,1.9,23,1.9,23.0,1.9,23,1.9,23,1.9
October-11,24,2.0,24,2.0,24,2.0,24,2.0,24,2.0,24,2.0,24,2.0,24,2.0,24,2.0,24.0,2.0,24,2.0,24,2.0,24,2.0,24.0,2.0,24,2.0,24,2.0
October-12,31,2.1,31,2.1,31,2.1,31,2.1,31,2.1,31,2.1,31,2.1,31,2.1,31,2.1,31.0,2.1,31,2.1,31,2.1,31,2.1,31.0,2.1,31,2.1,31,2.1
October-13,22,1.4,22,1.4,22,1.4,22,1.4,22,1.4,22,1.4,22,1.4,22,1.4,22,1.4,22.0,1.4,22,1.4,22,1.4,22,1.4,22.0,1.4,22,1.4,22,1.4
October-14,16,1.0,16,1.0,16,1.0,16,1.0,16,1.0,16,1.0,16,1.0,16,1.0,16,1.0,16.0,1.0,16,1.0,16,1.0,16,1.0,16.0,1.0,16,1.0,16,1.0
October-15,15,0.9,15,0.9,15,0.9,15,0.9,15,0.9,15,0.9,15,0.9,15,0.9,15,0.9,15.0,0.9,15,0.9,15,0.9,15,0.9,15.0,0.9,15,0.9,15,0.9
October-16,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15.0,1.0,15,1.0,15,1.0,15,1.0,15.0,1.0,15,1.0,15,1.0
October-17,23,1.9,23,1.9,23,1.9,23,1.9,23,1.9,23,1.9,23,1.9,23,1.9,23,1.9,23.0,1.9,23,1.9,23,1.9,23,1.9,23.0,1.9,23,1.9,23,1.9
October-18,14,1.1,14,1.1,14,1.1,14,1.1,14,1.1,14,1.1,14,1.1,14,1.1,14,1.1,14.0,1.1,14,1.1,14,1.1,14,1.1,14.0,1.1,14,1.1,14,1.1
October-19,21,1.3,21,1.3,21,1.3,21,1.3,21,1.3,21,1.3,21,1.3,21,1.3,21,1.3,21.0,1.3,21,1.3,21,1.3,21,1.3,21.0,1.3,21,1.3,21,1.3
October-20,18,1.3,18,1.3,18,1.3,18,1.3,18,1.3,18,1.3,18,1.3,18,1.3,18,1.3,18.0,1.3,18,1.3,18,1.3,18,1.3,18.0,1.3,18,1.3,18,1.3
October-21,24,1.6,24,1.6,24,1.6,24,1.6,24,1.6,24,1.6,24,1.6,24,1.6,24,1.6,24.0,1.6,24,1.6,24,1.6,24,1.6,24.0,1.6,24,1.6,24,1.6
October-22,24,1.4,24,1.4,24,1.4,24,1.4,24,1.4,24,1.4,24,1.4,24,1.4,24,1.4,24.0,1.4,24,1.4,24,1.4,24,1.4,24.0,1.4,24,1.4,24,1.4
October-23,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14.0,0.9,14,0.9,14,0.9,14,0.9,14.0,0.9,14,0.9,14,0.9
October-24,19,1.7,19,1.7,19,1.7,19,1.7,19,1.7,19,1.7,19,1.7,19,1.7,19,1.7,19.0,1.7,19,1.7,19,1.7,19,1.7,19.0,1.7,19,1.7,19,1.7
October-25,23,1.8,23,1.8,23,1.8,23,1.8,23,1.8,23,1.8,23,1.8,23,1.8,23,1.8,23.0,1.8,23,1.8,23,1.8,23,1.8,23.0,1.8,23,1.8,23,1.8
October-26,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15.0,1.0,15,1.0,15,1.0,15,1.0,15.0,1.0,15,1.0,15,1.0
October-27,20,1.5,20,1.5,20,1.5,20,1.5,20,1.5,20,1.5,20,1.5,20,1.5,20,1.5,20.0,1.5,20,1.5,20,1.5,20,1.5,20.0,1.5,20,1.5,20,1.5
October-28,23,1.5,23,1.5,23,1.5,23,1.5,23,1.5,23,1.5,23,1.5,23,1.5,23,1.5,23.0,1.5,23,1.5,23,1.5,23,1.5,23.0,1.5,23,1.5,23,1.5
October-29,25,1.5,25,1.5,25,1.5,25,1.5,25,1.5,25,1.5,25,1.5,25,1.5,25,1.5,25.0,1.5,25,1.5,25,1.5,25,1.5,25.0,1.5,25,1.5,25,1.5
October-30,19,1.2,19,1.2,19,1.2,19,1.2,19,1.2,19,1.2,19,1.2,19,1.2,19,1.2,19.0,1.2,19,1.2,19,1.2,19,1.2,19.0,1.2,19,1.2,19,1.2
October-31,18,1.4,18,1.4,18,1.4,18,1.4,18,1.4,18,1.4,18,1.4,18,1.4,18,1.4,18.0,1.4,18,1.4,18,1.4,18,1.4,18.0,1.4,18,1.4,18,1.4
November-01,18,1.1,18,1.1,18,1.1,18,1.1,18,1.1,18,1.1,18,1.1,18,1.1,18,1.1,18.0,1.1,18,1.1,18,1.1,18,1.1,18.0,1.1,18,1.1,18,1.1
November-02,25,1.4,25,1.4,25,1.4,25,1.4,25,1.4,25,1.4,25,1.4,25,1.4,25,1.4,25.0,1.4,25,1.4,25,1.4,25,1.4,25.0,1.4,25,1.4,25,1.4
November-03,17,1.0,17,1.0,17,1.0,17,1.0,17,1.0,17,1.0,17,1.0,17,1.0,17,1.0,17.0,1.0,17,1.0,17,1.0,17,1.0,17.0,1.0,17,1.0,17,1.0
November-04,21,1.4,21,1.4,21,1.4,21,1.4,21,1.4,21,1.4,21,1.4,21,1.4,21,1.4,21.0,1.4,21,1.4,21,1.4,21,1.4,21.0,1.4,21,1.4,21,1.4
November-05,17,0.9,17,0.9,17,0.9,17,0.9,17,0.9,17,0.9,17,0.9,17,0.9,17,0.9,17.0,0.9,17,0.9,17,0.9,17,0.9,17.0,0.9,17,0.9,17,0.9
November-06,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,15.0,1.0,15,1.0,15,1.0,15,1.0,15.0,1.0,15,1.0,15,1.0
November-07,13,1.0,13,1.0,13,1.0,13,1.0,13,1.0,13,1.0,13,1.0,13,1.0,13,1.0,13.0,1.0,13,1.0,13,1.0,13,1.0,13.0,1.0,13,1.0,13,1.0
November-08,18,1.2,18,1.2,18,1.2,18,1.2,18,1.2,18,1.2,18,1.2,18,1.2,18,1.2,18.0,1.2,18,1.2,18,1.2,18,1.2,18.0,1.2,18,1.2,18,1.2
November-09,25,1.5,25,1.5,25,1.5,25,1.5,25,1.5,25,1.5,25,1.5,25,1.5,25,1.5,25.0,1.5,25,1.5,25,1.5,25,1.5,25.0,1.5,25,1.5,25,1.5
November-10,16,0.9,16,0.9,16,0.9,16,0.9,16,0.9,16,0.9,16,0.9,16,0.9,16,0.9,16.0,0.9,16,0.9,16,0.9,16,0.9,16.0,0.9,16,0.9,16,0.9
November-11,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19.0,1.1,19,1.1,19,1.1,19,1.1,19.0,1.1,19,1.1,19,1.1
November-12,13,0.7,13,0.7,13,0.7,13,0.7,13,0.7,13,0.7,13,0.7,13,0.7,13,0.7,13.0,0.7,13,0.7,13,0.7,13,0.7,13.0,0.7,13,0.7,13,0.7
November-13,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19.0,1.1,19,1.1,19,1.1,19,1.1,19.0,1.1,19,1.1,19,1.1
November-14,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14.0,0.9,14,0.9,14,0.9,14,0.9,14.0,0.9,14,0.9,14,0.9
November-15,21,1.1,21,1.1,21,1.1,21,1.1,21,1.1,21,1.1,21,1.1,21,1.1,21,1.1,21.0,1.1,21,1.1,21,1.1,21,1.1,21.0,1.1,21,1.1,21,1.1
November-16,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21.0,1.0,21,1.0,21,1.0,21,1.0,21.0,1.0,21,1.0,21,1.0
November-17,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39.0,1.8,39,1.8,39,1.8,39,1.8,39.0,1.8,39,1.8,39,1.8
November-18,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21.0,1.0,21,1.0,21,1.0,21,1.0,21.0,1.0,21,1.0,21,1.0
November-19,30,1.3,30,1.3,30,1.3,30,1.3,30,1.3,30,1.3,30,1.3,30,1.3,30,1.3,30.0,1.3,30,1.3,30,1.3,30,1.3,30.0,1.3,30,1.3,30,1.3
November-20,17,0.7,17,0.7,17,0.7,17,0.7,17,0.7,17,0.7,17,0.7,17,0.7,17,0.7,17.0,0.7,17,0.7,17,0.7,17,0.7,17.0,0.7,17,0.7,17,0.7
November-21,28,1.5,28,1.5,28,1.5,28,1.5,28,1.5,28,1.5,28,1.5,28,1.5,28,1.5,28.0,1.5,28,1.5,28,1.5,28,1.5,28.0,1.5,28,1.5,28,1.5
November-22,38,1.8,38,1.8,38,1.8,38,1.8,38,1.8,38,1.8,38,1.8,38,1.8,38,1.8,38.0,1.8,38,1.8,38,1.8,38,1.8,38.0,1.8,38,1.8,38,1.8
November-23,28,1.2,28,1.2,28,1.2,28,1.2,28,1.2,28,1.2,28,1.2,28,1.2,28,1.2,28.0,1.2,28,1.2,28,1.2,28,1.2,28.0,1.2,28,1.2,28,1.2
November-24,32,1.4,32,1.4,32,1.4,32,1.4,32,1.4,32,1.4,32,1.4,32,1.4,32,1.4,32.0,1.4,32,1.4,32,1.4,32,1.4,32.0,1.4,32,1.4,32,1.4
November-25,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39.0,1.8,39,1.8,39,1.8,39,1.8,39.0,1.8,39,1.8,39,1.8
November-26,37,1.6,37,1.6,37,1.6,37,1.6,37,1.6,37,1.6,37,1.6,37,1.6,37,1.6,37.0,1.6,37,1.6,37,1.6,37,1.6,37.0,1.6,37,1.6,37,1.6
